NACW0T0E	4	S	0	2.8	NAWD0A35	1
NACW0T0E	5	H	0	3.5	NAWD0A35	1
NACW0T0E	6	S	0	0.112	NAWD0A3Q	1
NACW0T0E	7	H	0	0.14	NAWD0A3Q	1
NACW0T0F	2	S	0	0.104	NAWD0A34	1
NACW0T0F	3	H	0	0.13	NAWD0A34	1
NACW0T0F	4	S	0	2.4	NAWD0A35	1
NACW0T0F	5	H	0	3	NAWD0A35	1
NACW0T0F	6	S	0	0.048	NAWD0A3Q	1
NACW0T0F	7	H	0	0.06	NAWD0A3Q	1
NACW0T0G	2	S	0	0.12	NAWD0A34	1
NACW0T0G	3	H	0	0.15	NAWD0A34	1
NACW0T0G	4	S	0	0.4	NAWD0A35	1
NACW0T0G	5	H	0	0.5	NAWD0A35	1
NACW0T0G	6	S	0	0.08	NAWD0A3Q	1
NACW0T0G	7	H	0	0.1	NAWD0A3Q	1
NACW0U06	2	S	0	0.56	SY000100	1
NACW0U06	3	H	0	0.7	SY000100	1
NACW0U07	2	S	0	0.16	SY000100	1
NACW0U07	3	H	0	0.2	SY000100	1
NACW0U08	2	S	0	0.096	SY000100	1
NACW0U08	3	H	0	0.12	SY000100	1
NACW0V06	2	H	0	0		1
NACW0V07	2	H	0	0		1
NACW0X0E	2	S	4	9	NAWD0A4P	1
NACW0X0E	3	H	2	9	NAWD0A4P	1
NACW0X0H	2	S	0	120		1
NACW0X0H	3	H	0	720		1
NACW0Y03	2	S	0	120000		1
NACW0Y03	3	H	0	150000		1
NACW0Y04	2	S	0	1300		1
NACW0Y04	3	H	0	1390		1
NACW1204	2	H	-2.862	0.5		1
NACW1205	2	H	-4.52	1.379		1
