2617	23	23	23_LRGY
2617	230	230	230_CAMB_CPU
2617	231	231	231_CAM_B_HC
2617	232	232	232_CAMB_BLK
2617	233	233	233_CAMB_MOD
2617	234	234	234_CAM_B_EV
2617	235	235	235_RW_A_UVP
2617	236	236	236_RW_A_UVN
2617	237	237	237_RW_A_OST
2617	238	238	238_RW_A_BEA
2617	239	239	239_RW_A_ELC
2617	24	24	24_LRG_SP
2617	240	240	240_RW_A_FRC
2617	241	241	241_RW_A_INV
2617	242	242	242_RW_A_SPH
2617	243	243	243_RW_A_SLP
2617	244	244	244_RW_A_SLN
2617	245	245	245_RW_B_UVP
2617	246	246	246_RW_B_UVN
2617	247	247	247_RW_B_OST
2617	248	248	248_RW_B_BEA
2617	249	249	249_RW_B_ELC
2617	25	25	25_EAP_ATT
2617	250	250	250_RW_B_FRC
2617	251	251	251_RW_B_INV
2617	252	252	252_RW_B_SPH
2617	253	253	253_RW_B_SLP
2617	254	254	254_RW_B_SLN
2617	255	255	255_RW_C_UVP
2617	256	256	256_RW_C_UVN
2617	257	257	257_RW_C_OST
2617	258	258	258_RW_C_BEA
2617	259	259	259_RW_C_ELC
2617	26	26	26_HLD_ATT
2617	260	260	260_RW_C_FRC
2617	261	261	261_RW_C_INV
2617	262	262	262_RW_C_SPH
2617	263	263	263_RW_C_SLP
2617	264	264	264_RW_C_SLN
2617	265	265	265_RW_D_UVP
2617	266	266	266_RW_D_UVN
2617	267	267	267_RW_D_OST
2617	268	268	268_RW_D_BEA
2617	269	269	269_RW_D_ELC
2617	27	27	27_EPIP_ATT
2617	270	270	270_RW_D_FRC
2617	271	271	271_RW_D_INV
2617	272	272	272_RW_D_SPH
2617	273	273	273_RW_D_SLP
2617	274	274	274_RW_D_SLN
2617	275	275	275_SADA_TCV
2617	276	276	276_SADA_TMB
2617	277	277	277_SADA_PSV
2617	278	278	278_SADA_SDV
2617	279	279	279_SADA_CUR
2617	28	28	28_EPP_ATT
2617	280	280	280_SADB_TCV
2617	281	281	281_SADB_TMB
